comments,labels
这不叫电影 这是小品 首先是逻辑与三观问题 以下涉及剧透 请慎重   一个女人 她妈嫌弃她一无所成 她穿越到过去 觉得她一无所成是因为她妈没嫁对人 要给她妈换个老公 硬把一X二代和她妈弄一起 观众朋友们 你如果把李焕英换成个男的 生的娃不好是因为没娶对老婆 把贾小玲换成个儿子 儿子觉得自己不行是妈不行 穿越回去给他爹换个老婆 就问问大家 你看完会不会骂人  我觉得你会 这里面何其无辜的是贾玲她爸 这么被嘲讽 也不知道这个女儿到底是怎么想的 其次 从手法上来说 这不能称之为一部电影 这是个小品 搬进影院的小品,0
本以为是矮子里面的将军结果发现也是个矮子  笑点是普通小品级的浅显笑点 泪点的部分就是想要按着观众的头说 你快给我哭  这不是所谓的喜剧的内核是悲剧 而是完全割裂开来的笑和哭  让人真正体会到了剧中人物的悲欢而为之感动 和 你不知道吧 不知道那我来告诉你 你妈是最爱你的人  高下立判不  剧情方面更是久违地感受到了尴尬到脚趾抓地 ,0
和给 摔跤吧爸爸 低分的原因类似 都是我个人的情感缺陷 我不喜欢强迫女儿的父亲 也不喜欢总拿生养恩情说事的母爱 当反转的那刻 母爱再一次胜过了女儿的付出 他们都感动着母女关系的温情 只有我觉得恩情又难还了一些 我承认母爱是伟大的 我的母亲也是辛苦而伟大的女性 母亲对子女的爱那么沉重而无私 以至于非得回报些什么才好 我其实也一直想 我要是没有出生那该多好啊 我妈要是没有嫁给我爸那该多好啊 我真的 好想要改变我妈的后半生 ,2
抱着看个小品的心态去电影院 还是被这两小时的小品串烧 结尾煽情给雷了一脸 不给星是因为这片的情感还是真挚的 不同于大鹏那种把亲情商品化的觉悟 贾玲这种比较纯粹的追忆我也没法黑 不过还是得说一句              这片真鸡巴烂,0
演技都在线 也看到了贾玲爱妈妈的心 但作为电影不合格  像小品的拼凑,0
是不是以后国产喜剧都会是这种小品式的 段子拼盘集锦 ,0
电视剧的拍法 简单 潦草 最后硬煽情 ,1
  几位演员的表演很真诚 然而现在还在利用穿越梗实在显得老套 并且整个电影还是小品式的 包括每一幕的笑料包袱 亲情固然感人 但故事不足以撑起整部电影 ,0
这片居然超过分 是欠自己妈的吗 前面乐呵倒是挺乐呵 但这叫电影 最后所谓反转强势煽情 我理解了有人说和母亲一起看到此处的尴尬 讲真 我没被电影中的任何一滴泪水尤其是贾玲的眼泪打动 只能说有些事情有些感情或者价值观念示与他人 旁人除了尴尬也不好说啥 还是自己个儿收藏吧 ,0
这是一次小品剧的无底线的尝试,0
真的不咋地 一堆生拼硬凑的包袱 到沈腾上台表演到达顶峰 主线不够全在那拖 穿越也太硬了完全没有任何逻辑可言 最后揭开真相台词很感人但是我个人认为这些仅仅处于idea阶段 加上音乐来一套煽情确实能冲击到很多人的情绪包括我自己眼泪哗哗的 不过这一切没有扎实的剧本做支撑就很难说是一个电影 ,0
好的导演 我讲好故事 哭笑是观众的事  B导演 观众哭了 我就赢了  ,0
其实很不情愿打这个低分 但是想起昨天给 唐探 打了两颗星 那就必须保证公平 遵从内心 给这一部打一颗星  这真的不是一部好电影 因为是看了评价才去的 怀揣了很大的期待 而且尽量一直保持欣赏的眼光去看 但是很失望 依然是加长版的小品 所有的笑料都是像小品里的 包袱 一样 为了填充观看时间而出现 和其他那种喜剧大电影没什么分别  再者是亲情这个话题 贾玲一直都是沉浸在自己思念的情绪中 她没有把母女之间的感情拍好 没有足够的情节做铺垫 只有一种苍白的共鸣 一种生死的共鸣  总而言之 我不知道这个电影何德何能可以让我的几个友邻去打四星甚至五星 还写出那么虚假空洞的评价 这些人实在是有点可笑 ,0
终于明白那句 你的优秀全靠在座的各位衬托  昨天看完不仅没有一点儿共情没有 小品式的演技 直白的场景和镜头调度 都给人一种霸王硬上弓的感觉 最后贾玲长达分钟的催泪弹式的表演 不仅没让我哭 反而让人发笑 但我也看到影院里大部分群众都泣不成声 表示疑惑和不解 可能是我还没看过的唐探实在差到令人发指了 ,0
从头到尾 贾晓玲都在为自己不能让母亲高兴感到遗憾 她觉得自己不够有出息 没本事让妈妈显摆 年轻时候的母亲感觉上跟王琴本质上没有区别啊 为了成为厂里第一个拥有电视的人 互不相让 大打出手 难道贾玲的潜台词不是在说王琴嫁的好才是她最后比母亲得意的真正原因 那她的遗憾就是当爹的不给力 厂长儿子才是男一号吧 各种呆萌搞笑 亲爹最后才几秒钟的镜头啊 想换爹的愿望也是很明显了 ,0
已经是抱着看小品的心态去看了 但是全程都没有get到笑点 讲故事的水平就是明年春晚水平 就算是带有导演真情拍摄的 但是无聊的快前两小时的剧情令我对最后的真情反转也无法共情 今年的贺岁档真的是醉了 评分还能更水一点吗,0
反感炒作,0
跟我妈一起看的 桥段实在太老了 我妈都能猜出来每一步剧情走向 我妈泪点比我低 属于那种看点感人的电影就能哭出来的类型 最后我俩面无表情的看完了  笑点不够好笑 感人不够感人 可能是我俩太冷血了啊吧,2
感情是真挚的 电影是商业的 主题是过于简单的  角色是单一的  中国院线已经不缺这种形式的电影了 缺的是表现多维度立体人的电影 此种形式 的电影屡屡赚的口碑和票房 也正说明那那些个所谓正确的人生的形象 那种掩盖人性真实的思维模式仍然是社会主流 ,2
电影没有你们影评好看 有点点无聊 可能是因为看了你们评价期待太多了 ,0
唱个反调吧 不可否认贾玲感情的真挚 张小斐表演的能量 彭飞优秀的配乐 但是它的小品美学实在是过于致命 连镜头都是小品式的 笑点其实比大部分国产喜剧高明一些 但我就只在古惑仔那段笑了 其它都没什么感觉 节奏上顾此失彼 几段重头戏都抻的特别长 有些文戏其实都可以不放进正片里 看到后面我都困了 结尾确实绝地反击一下 但煽情又煽的没完没了 进入皮克斯那一套了 当然贾玲要比很多演员转导演的有诚意很多 希望贾导好好研究一些镜头技巧 情节取舍 还是挺看好她的 ,2
真好 和大鹏一样 挣到钱以后还可以讲讲自己的故事 真好,2
不喜欢卖亲情,0
叮当可否不要老 伴我长高  星矢可否不要老 伴我征讨   凝住时间 提炼情感  可以是艺术领域历久弥新的命题   但在这部电影 只有一马平川毫无叠彩的叙事和刻意重复的念白  这样是没法感动到人的 反而在看的时候 还想起了黄子华的一句话    做人唔好太执着  ,0
春节到怎么每一部都这么长   为什么我觉得不好笑也不好哭   拍的也一般  是都不好意思给母爱的片子打低分  所以现在看了三部春节档的电影 视效公司都是同一个 不过贾玲真的对妈妈很有心 我也要对妈妈好一点 ,0
 这就是春节档的高分电影呀 六个编剧写出这么个平庸的剧本 导演没有水平没有审美 表演是小品式的 反转视角的设计是糟糕的 让原本因穿越而成为朋友战友的两人 再次退回母女 对于母亲 母女关系的塑造和想象都很匮乏 最终也只能靠中国式温情来吸引观众了 ,0
又睡了半场 爸妈评价也很一般,0
所以我为什么那么期待 今年的春节贺岁片就这 ,0
 颗星 贺岁档给家人看确实是最好的选择 够好笑也够煽情 但不感冒 小品的内容强拉成电影基本上就是包袱一直响 之后泪点不停催导致收尾都显得潦草 再拉些支线 尤其贾玲的感情线拉了也没埋简直多余 ,0
別煽情 真無聊,0
我看不到本片对父亲一丝一毫的尊重 我认为这是对父亲这一身份公然的蔑视  本片价值观取向也有问题 穿越回去了你不能用自己的手帮你妈妈致富过得更好 在女儿的视角里 只是希望妈妈去嫁一个有身份地位背景男人去活着而生活的更好 除去替你考虑而选择你爸爸 也完全不考虑妈妈自身的感情取向  通过大镜头和音乐渲染引发观众流泪刺激观感 真的让我感到可怕 浪费我电影票钱 浪费我人生宝贵的两个小时  不喜勿喷 真不知道豆瓣的好评怎么刷的 ,0
额   ,0
初二跟朋友去看了这部电影 不是我们喜欢的类型 我是很认真的从头看到尾 因为观影环境还挺不错 朋友中间是瞌睡走神了 整场看下来 比较喜欢演李焕英的这位演员 演得很好很自然 看到后半段有些人大声的打哈欠 个人觉得太不尊重这部电影了 个人还是更喜欢贾玲老师的小品 ,2
 剧本里有很多伏笔和细节都是一一照顾到了的 自圆其说没问题 比如为什么李焕英很不真实地把贾晓玲认成素不相识的 表妹  比如为什么李焕英很天真地为了贾晓玲忙前忙后张罗打排球 这些都是最后反转的大包袱 但这些 包袱 没有好好经营成成悬念 所以会让人觉得前面时不时很生硬 后面的反转合理但难免又很机械 另一点是李焕英这个人物作为 母亲 被抽象得过于理想化了 她没有真正的缺陷和弱点 也没有属于她这个人物的核心动机 她是被单线推着走的 这是这部电影缺少戏剧性厚度的原因 最后是 父亲 的无处安放 家庭题材的故事 其中的父亲又在世 却刻意制造了父亲的缺场 这让人很困惑 或许是半自传性质的电影让贾玲的创作有点瞻前顾后了 有心的创作总是会基于创作者的个人生命体验 但创作者马上要做就是超脱它 而不是被它所束 ,0
为什么豆瓣不能打星 ,0
尴尬的表演,0
就这   豆瓣    我的天哪 剧情流畅性太特么稀碎 太片段化了吧 像一个加长版的小品 而且和原版的小品对比云泥之别 长达两个小时剧情过于空洞 电影过了一半只讲了一场没赢过的排球比赛 不知道在搞毛  两星 不能再多了 ,0
 分 既然贾晓玲同学拍的是电影 那么就必须站在电影的角度评价 这片子压根就不能算电影 只能勉强称作小品电影 跟那些话剧电影 真人秀电影可以归为一类 老话讲 编导摄美录在这片里压根不存在 转场毫无空间感 人物无调度 甚至摄影基本都是大光圈曝光这种电脑桌面 影楼美图的学生毕业作品水平 叙事更是段子堆段子 电影的核心是视听 与叙事相辅相成 喜剧片正在经历内卷 靠反差和屎尿屁还能逗乐观众我是没想到的 沈腾演的始终是沈腾 陈赫演的始终是陈赫 笑料味同嚼蜡 多给 给片尾曲依兰爱情故事 估计大多数傻逼观众压根没听 贾玲的真情实感是她自己的事儿 观众没有义务都得感同身受 煽情煽的我尴尬无比 都想捂眼睛 实在看不下去 ,0
难看 逻辑无内容粗糙无笑点强行煽情 这部电影请问除了立意好之外还有哪里有可取之处 人物塑造失败 陈赫这个角色和感情线有啥必要吗 看的稀里糊涂 打排球那里前后拍的又臭又长有啥必要吗 沈腾文艺汇演那里我的表情就和台下观众的表情一样 还有从头到尾一直在强调你妈妈希望你健康快乐就行了 也没挖掘母亲本身作为一个少女一个独立的人的思想 本质还是中国式父母 以孩子为中心 不值得高分也不值得这个票房,0
